pid,x,y,line
46,-0.02995651078399242,0.34993666043493954,0
47,0.12276341337657282,0.3802355843603296,0
48,-0.520768307658447,0.8214668167026894,0
49,0.8896424392725827,-0.01738394535888705,0
50,0.5219507602420905,0.12068201695285051,0
51,0.8839804513827603,-0.026166758855907378,0
52,0.7644809181494877,0.0884142541729413,0
53,0.11826678606886365,0.31593581717218355,0
54,0.847176618786535,0.03811090479013407,0
55,-0.8761301815824662,0.86601435269299,0
56,-0.5843546536299505,0.7232699206236981,0
57,-0.955516633890614,1.0143573531541556,0
58,-0.27184261822259437,0.6577225450731076,0
59,-0.2618080852378478,0.46118944911821247,0
60,-0.473405012262492,0.6895292085410477,0
61,0.6981508791723422,0.08767803254257567,0
62,-0.3480365624345192,0.6371096580179911,0
63,-0.426757983895032,0.6309597125224049,0
64,0.15074930403061834,0.40212432018683536,0
65,-0.798525711778536,0.836360502834599,0
66,0.6136256544346945,0.1906932877977206,0
67,-0.8379045729280372,0.817714091500344,0
68,1.0128650167899,-0.05468897298751247,0
69,0.48264200304941074,0.15372066964878148,0
70,-0.668591467585869,0.7204406030842396,0
71,-0.9628586874719504,1.0352841097702163,0
72,0.6457720905713277,0.15434136538048593,0
73,0.4262393302125281,0.18005172649578538,0
74,0.4753367465568234,0.26675770707846014,0
75,0.5085394572929669,0.2845537526169196,0
76,-0.840298011673769,0.9298600283956443,0
77,-0.2684149192465207,0.516800791119101,0
78,-0.803979451851059,0.8120467798788283,0
79,0.8194955773084249,0.1496205626175074,0
80,0.2702878997007052,0.29157908642395114,0
81,-0.3977691251548341,0.6426293874545308,0
82,-0.8400556189962612,0.9274933491067952,0
83,-0.4267694400800417,0.594080866457416,0
84,-0.3102791257593833,0.6231978757430119,0
85,0.5171421356264984,0.058200028636824025,0
86,0.23408082679284073,0.2614313722801427,0
87,0.8225942916148692,0.04944858152495616,0
88,-0.03493110332927649,0.4162124448076655,0
89,-0.719708500123672,0.914140157161379,0
90,0.5213292235786874,0.1651779122205531,0
91,0.5093006914336513,0.16696759242818102,0
92,0.08486758692111798,0.39574869587873523,0
93,0.4974586384278458,0.25081388931630544,0
94,-0.05319932151949043,0.38514842879291644,0
95,0.0416105732932829,0.48605602943743886,0
96,-0.12786036454206856,0.5239515212623156,0
97,-0.9353272065453087,0.8779657535055246,0
98,-0.7428579835615899,0.8673706398698822,0
99,-0.9364915340326362,0.9309620005912849,0
100,0.34549752638542663,0.2837911906708861,0
101,0.8965964108668196,-1.6094592045718845,1
102,0.10958680857414177,-0.26000766991916674,1
103,-0.19769282187489756,0.607614038579344,1
104,0.36321338253483526,-0.4552240472487153,1
105,-0.08893222643980962,0.20892357923261154,1
106,0.11131916473681694,-0.07631769351383344,1
107,0.9174368171386059,-1.5920695712078017,1
108,-0.24785574799274332,0.5061600033806232,1
109,0.9335857517383492,-1.6304642089688106,1
110,0.8113309039512172,-1.4117805870712827,1
111,-0.6035339254939656,1.2115661791748285,1
112,-0.8999278874424425,1.6882050954706591,1
113,-0.7972184885321996,1.584239803861935,1
114,-0.9386564341346281,1.795611654091866,1
115,-0.7385568980983911,1.5462293962618998,1
116,0.41397708813697404,-0.5390938038096478,1
117,-0.7499635802039641,1.792322565872064,1
118,-0.4004161175568799,0.7590277118735316,1
119,0.733366653774943,-1.1917530427135699,1
120,-0.9442890282414307,1.9071408600124267,1
121,0.7384271118387552,-0.9514585358797749,1
122,-0.4767053647209577,0.9680687012783571,1
123,-0.8056564368657263,1.5257367845677121,1
124,0.3635046984561002,-0.7072240215247814,1
125,0.15169090734427765,-0.4829705710341332,1
126,0.7286562759700679,-1.3338810688702916,1
127,0.4321854545300866,-0.842469799673271,1
128,0.6144815500935076,-1.1348954082346705,1
129,-0.41884305606852906,0.8790802537049156,1
130,-0.55131237047976,1.2535280025874285,1
131,0.5487506951910192,-0.779173339479844,1
132,0.5848242957514078,-1.0324046594867442,1
133,0.9360895504339287,-1.7726121456603237,1
134,-0.15016868760182175,0.49076912134626266,1
135,-0.3219754887654658,0.5744279073146417,1
136,0.6443988597767114,-1.0043159130412556,1
137,-0.25942091345789997,0.7649535698730424,1
138,0.8380558686018942,-1.5189486891393258,1
139,0.6311687772314797,-1.323721799685408,1
140,-0.07431832654169265,0.3452228467446432,1
141,0.49601514332036384,-0.908282236288735,1
142,0.5709765637680377,-0.9475497801653553,1
143,-0.8734736452678531,1.6354153324275307,1
144,0.7751370622114447,-1.343587572473981,1
145,0.01076692988162345,-0.00404830899255916,1
146,0.6552639619037204,-1.122667299222068,1
147,-0.3824040715127387,0.7348792814215954,1
148,0.8221889536097758,-1.4367868888028725,1
149,-0.2749776640008035,0.4758499005043156,1
150,-0.985443671290468,1.8954787574532803,1
151,0.8167787344241223,-1.4473485832877298,1
152,-0.7917047047247955,1.5923971616346086,1
153,-0.3257919809147258,0.7837220140849835,1
154,0.8438918295097164,-1.621530331830557,1
155,0.824508585338331,-1.6330309207821956,1
156,0.21075961734149767,-0.23777867706130248,1
157,0.28029012493857813,-0.4424504157519486,1
158,-0.14053328287118813,0.31882884043832016,1
159,-0.33602085782774477,0.8941203262770246,1
160,-0.33688717754552516,0.685901017997967,1
161,0.40400177135726817,-0.562742104857473,1
162,0.5081249829458655,-0.8326269441269232,1
163,0.6861954836957964,-1.1021697170808387,1
164,0.667003327711268,-0.9841037281088421,1
165,-0.830036001326573,1.601118685534642,1
166,0.037419156952880714,0.1354408956147355,1
167,-0.8526136824874541,1.7235400065028086,1
168,0.1674893425240885,-0.19207944841419283,1
169,-0.1651851702822512,0.22587562960337043,1
170,0.8097109385165215,-1.3804085345275388,1
171,-0.24524875055336323,0.6634821489566176,1
172,-0.853802941465944,1.4910752423548794,1
173,-0.773179561527617,1.4700204089366742,1
174,0.42105965454693944,-0.9878790321706928,1
175,0.22296578491029423,-0.3653277356182947,1
176,-0.7618775349646214,1.5361359819836213,1
177,-0.7566685351652037,1.6285495625015076,1
178,0.40564300193922875,-0.673107370570054,1
179,-0.7730432099930483,1.6610899866473094,1
180,0.5747150456699679,-1.1526289772371212,1
181,0.3273153323452347,-0.6451366730442669,1
182,-0.8400798236610314,1.642743925349457,1
183,-0.8111212993826508,1.7001573602394964,1
184,0.9716444195976462,-1.8140564515642106,1
185,-0.3548305134897532,0.5885166393218622,1
186,-0.2631717078418576,0.6478498543579378,1
187,0.5603756594897625,-1.222663101044123,1
188,0.9279807822092193,-1.648206323640919,1
189,0.9903320399505842,-1.7262988666464598,1
190,0.45976238120151547,-0.8841503270334737,1
191,-0.27317417480500317,0.5730503683820546,1
192,-0.88595924269711,1.6332379204232812,1
193,0.5511598769912149,-0.9597023694321987,1
194,0.164565615496672,-0.14323829382578998,1
195,-0.20084228382282462,0.4312048566079601,1
196,0.8379110959653642,-1.4407370185948494,1
197,-0.8041179163063193,1.5754044708650496,1
198,-0.05439343303139891,0.09311717060104646,1
199,-0.9826442284628898,1.9123434488513416,1
200,-0.11444083213271616,0.18285832428782692,1
